review,sentiment
"Comedy Central has had success with original programming using professional comics. The Chapelle Show, Mind of Mencia, The Daily Show and the hugely popular Colbert Report all star professional comics and all are, or in the case of Chapelle Show, were, solid shows. Given that Sarah Silverman is one of the best female comics in the business, I was expecting good stuff when I tuned in.<br /><br />I was so disappointed.<br /><br />There were some mildly funny sequences, but given that the star is the caliber of Silverman, the show could have been much better. It was just the pilot, and hopefully next week's show will be better. If not, get her some help in the form of better writers for the show.",negative
"I am being in no way facetious when I say that this movie was worse than any other movie ever made. Worse than ""Batman & Robin"". Worse than ""Manos, Hands of Fate"". Seriously, it's that bad. When people tell me that a movie is terrible I use the ""Two Girls"" scale to figure it out. If the movie is comparable to ""Two Girls"" then I won't watch it. If it's twice as good, maybe I'll watch it, but only to laugh at the retards who paid somebody to make it, because a movie twice as good as this one would still be a piece of garbage.",negative
"Being a fan of Marlene Dietrich's films, I was very anxious to see this ""documentary."" I also got sucked in by reading rave review after rave review from the national critics. That should have tipped me off.<br /><br />The movie is just plain boring and obviously extremely overrated. You don't even see Dietrich. She is heard in the background, discussing her movies and this video. She does almost nothing but complain about everything. What a drag! <br /><br />The filmmaker, Maximilian Schell, constantly complains himself and pleads with her to be on camera.....all to no avail. She just keeps refusing to cooperate. After awhile, this sort of thing gets really tiring. With her attitude, why would Schell continue with this project? He should have just told the prima donna to ""shove it.""<br /><br />Regardless of what you read, do not waste your time with this.",negative
"If I have to give this movie a score on a linear scale, then I have to give it a low score 3/10.<br /><br />But it was entertaining, and there are several good things to say about the movie.<br /><br />The psychiatrist candidate James Bishop is assigned to St. Andrews Hospital for his resident, and is exited and eager to ""change the world"".<br /><br />From the beginning of the movie you know that the hospital is hiding an evil truth, but James thinks he can make a difference and doesn't recognise this evil. <br /><br />The story builds fairly well, you know all the time that there is a truth in what the patients are telling about some resident evil, and wonder when and how James will discover this. Also when the break comes, James is in a way hunted by the evil, and you feel some suspense until ""the fight"" is over.<br /><br />Add an innocent beautiful girlfriend that arrives at the worst possible time and other standard horror elements, and you get the picture.<br /><br />The character buildup is actually fairly good, you are introduced to most of the people that gets killed, some of them you ""get to know"".<br /><br />The film sets an unpleasant scene, this is also done fairly well. There are mysteries that are unveiled - in an acceptable way.<br /><br />The main character, James is very believable - the story about an eager student starting to work is good in this setting.<br /><br />What kills this movie is: * Stupid special effects - a modern version of ""Plan 9 from outer space""-type bad (the evil monster looks like a red scarecrow) * Some bad acting (or probably very few takes when filming) - The main characters sometimes acts badly, and somtimes good. * The sound is at times very cheap.<br /><br />I kept thinking ""I could make a movie like this with my home video camera"" throughout the film.",negative
"Valentine is a horrible movie. This is what I thought of it:<br /><br />Acting: Very bad. Katherine Heigl can not act. The other's weren't much better.<br /><br />Story: The story was okay, but it could have been more developed. This movie had the potential to be a great movie, but it failed.<br /><br />Music: Yes, some of the music was pretty cool.<br /><br />Originality: Not very original. The name `Paige Prescott' Recognize Prescott?<br /><br />Bottom Line: Don't see Valentine. It's a really stupid movie.<br /><br />1/10<br /><br />",negative
"I don't remember the last time I reacted to a performance as emotionally as I did to Justin Timberlake's in ""Edison."" I got so emotional I wanted to scream in anguish, destroy the screen, readily accept the hopeless cries of nihilism. Timberlake is horribly miscast; in fact, casting him is like casting Andy Dick to play the lead role in ""Patton,"" or Nathan Lane to play Jesus. But that is almost beside the point.<br /><br />Timberlake is simply a bad actor and he would be equally terrible in any role. I used to have problems with Ben Affleck's acting talent, but Timberlake makes Affleck look like Sir Ian McKellen or Dame Judi Dench. With his metrosexual lisp (read lithp), his boyish glances and emotional expressions which derive from something like ""The 25 Cliché Expressions for Actors,"" he poisons the screen upon which he is inflicted mercilessly, and no matter how you slice it, I do not and will not buy his role as an amateur-turned-crusader-for-justice journalist. It simply will not fly.<br /><br />However, Timberlake alone isn't to blame for his failure. Director David J. Burke puts him not only in the (essentially) primary role, but also places him aside Morgan Freeman, Kevin Spacey, John Heard, Dylan McDermott, Cary Elwes and (I'm surprised he was as good) LL Cool J. I can imagine one almost physically suffering watching some of this cast interact with Timberlake.<br /><br />There is an upside to this of course: the moment any of these actors interact without Justin there it feels like a double relief. A pleasure, if you will. Freeman and Spacey may not have more than 10 minutes of screen time alone together, but that ten minutes is blissful in contrast to their scenes with our so-called hero. Dylan McDermott is also a breath of fresh air.<br /><br />But enough of Timberlake bashing - words aren't enough in this particular case to do the trick. ""Edison"" is a very, very run-of-the-mill corruption story. It's plot ranges from cliché to simply preposterous. I do, however, admire the motivation behind making it, which I interpret as an homage to films like ""Serpico,"" or ""Donnie Brasco,"" or maybe even ""Chinatown."" Don't get me wrong - ""Edison"" is not even in the same ballpark as these films, but I can stretch my suspension of disbelief to admire its reason for existence, perhaps to justify my sitting through it.<br /><br />The script, in and of itself, features some surprisingly bad writing. Yes, it has some decent interchanges, but any conversation between Piper Perabo (who is wasted here) and Timberlake seems like it was lifted straight out of a Dawson's Creek episode. It's your typical far-too-glib-for-reality, let's-impress-the-audience-with-how-well-we-articulate (and fail) dialogue. This dialogue, mind you, is punctuated by great music at the wrong moments - sometimes it feels like ""Edison"" wants to morph into a music video, where the emotion of the scene is not communicated through acting, but precisely through the badly chosen music and variant film speeds (read slow-motion).<br /><br />Thinking about it, ""Edison"" is a curiosity. It's sure as hell got a cast to kill for but the performances are marred by Timberlake who simply doesn't work. In film as in most art, if one thing is off, the whole thing feels off. Directors must make tough choices. David J. Burke missed the mark here. Some of the scenes play well in and of themselves, but as a whole, they don't seem to fit like puzzle pieces from different puzzles forced into one incoherent picture. And it's not particularly an exciting puzzle to begin with.",negative
"Imagine you have just been on a plane for 18 hours. You have been on a business trip to South Africa. You are a high-paid professional. You've lived in the US for 20 years. You are in your thirties, you have a wife a little boy and another baby on the way. One thing, even though you have a green card, you are still Egyptian. On transit you are asked to come with 2 security guards, next thing you know you are overpowered, hooded and chained and after a brief ( but still reasonably civil) interrogation you are to be rendered! This is what happens to Anwar el Ibrahimi at the beginning of the movie. His is a story of pain and ( literally )torture. It's one of several story lines. One follows his wife's attempts to get more information. One follows the (cold) bureaucrats behind the rendition. Another story deals with the family of the man who leads the interrogation of Anwar el Ibrahimi. There are some other stories too and by the end they all neatly come together. Though the more famous actors like Reese Witherspoon ( as the distraught pregnant wife ) Jake Gyllenhaal ( as the CIA rookie forced to watch the interrogation in Northern Africa) and Meryl Streep ( as CIA hotshot Corine Whitman) it is really the more unknown actors that carry the story and give it it's heart. For me the actor playing the unfortunate Mr El Ibrahimi ( Omar Metwally ) was the heart and soul of this movie. His portrayal of a man in distress was shockingly well done. It's almost as if he was being tortured for real! Also Israeli actor Yigal Naor was very impressive as the part worried family-man and part extremely cruel chief of torture. Hard to watch and not exactly fun, but still very worthwhile.",positive
"A multi-millionaire marries a female doctor. He hasn't worked in a day and she is devoted to her profession. He sees her off each day. Something has got to give.<br /><br />Our hero, Henry Fonda, finally decides to do something with his life. He becomes a salesman in a department store but is soon fired as poorer people need the job. In the meantime, Dr. Helen Hunt, (Barbara Stanwyck) has given up her practice? What's there to do?<br /><br />Kirk (Fonda) buys a bankrupt hospital and the two shall now be happy aiding others while they eke out an existence.<br /><br />What's with the writing here? When annoyed with her husband, Dr. Hunt says, ""You've been acting like gestapo."" This is supposed to be a comedy. Hogwash. <br /><br />A very boring, tedious film. Very little going on here.",negative
"Not exactly my genre, this straight-to-DVD street fight action is one I only encountered due to a friend putting it on whilst we had a few beers. I'm relatively open minded, and quite a fan of Eamonn Walker, so I sat back ready to enjoy myself.<br /><br />Blood and Bone is the story of Isiah Bone, an ex-con who becomes a street fighter for unclear reasons which eventually unfold as the film progresses. Blah blah blah.<br /><br />What a tedious film. I understand that films like this don't rely hugely on plot, but do they have to stuff in such a silly, predictable and entirely stupid storyline? It may not be important, but by golly gum does it annoy me. Better no plot and pure action than a clíche-ridden fleabag mongrel of a narrative. Infused with entirely unfounded and unachieving sentimental drivel, it is the cinematic equivalent of a thin-skinned turkey stuffed with rotten innards. I should probably at this point mention what is, of course, the film's drawing point: the fighting. Even in itself, the fighting is rather poor. Bone manages to take out well established tough-man street fighters in single punches (a large oaf or two is the filmmakers' laughworthy attempt to rectify this inconsistency); fighters who never seem to conclude that attacking one by one is a foolish ploy. Even this is repetitive and stupid, arms broken and faces kicked with a steady alacrity that we get to see time and time again.<br /><br />A run of the mill, film-by-numbers movie which fully deserves its straight to DVD status, doing absolutely nothing new and everything we've seen time and time again. And not even particularly well.",negative
"Not to mention easily Pierce Brosnon's best performance. Of course Greg Kinnear is always great. Really, when has he really been bad? I think this film is incredibly underrated! The use of colors in this movie is something very different in today's film world where every other movie has the Payback blue filter. I also love the way they used the song by Asia. Proving that even what was once thought of as kinda cheesy can be really cool placed correctly.<br /><br />I was making my first feature when this came out. Being that my film was a hit-man movie, I had to check out anything in the genre that was released. After seeing it, I'm sure it had some effect on me through the process. It was pretty cool when my film got on the IMDb that it would recommend this film if you liked mine. How any of the others relate I have no idea, making an even more interesting coincidence.<br /><br />http://www.imdb.com/title/tt1337580/",positive
"I saw this movie in Santa Monica on Aug. 23 and it has stayed with me. I want to thank the filmmakers for digging into the details of Harry's enigmatic, eccentric, life. And also for showing the flaws and failings of Nilsson the man. Thanks for showing the good and bad, the ups and downs, and for uncovering that amazing BBC footage. The film is also a great showcase of a vast amount of Nilsson's music, really well placed throughout the film. I recommend this movie to anyone who likes good documentaries, especially if you are interested in Harry Nilsson or the music scene of the early 70's. Some reviewer at the Ain't It Cool website wrote that this was the best movie movie they saw at the Santa Barbara Film Festival, and I believe it. The film is informative, funny, sad, touching, and full of awesome music. It succeeds on all levels. Really, really good.",positive
"One of the most appealing elements of a Gilliam film is that the well-concocted visuals, the unsettling backdrops, and the manically frustrated characters are evidence of the creator's involvement. Instead of most movies (where the filmmaker is some director-for-hire that is paid to feature a star or two), you can feel Terry Gilliam's presence through the experience. ""12 Monkeys"" is evidence of Gilliam's own vision and style, as opposed to making offbeat movies for their own sake. ""12 Monkeys"" is a variation on similar themes of Gilliam's repertoire:oppressive/recessive societies, the solitude of the protagonist, the frustration associated with disbelief, and parallel realms. In this film Gilliam does a fine job of blurring lines between the two realms, using ambiguities to force the audience to believe rather than know. This tendency for Gilliam to neglect to fill in certain gaps leads to criticisms of art-house pretentiousness. The difference between Gilliam and artsy posers is that Gilliam's choices clearly have a purpose and all of his images have meaning. The two nearly identical bathing scenes of Cole in the beginning are meant to draw comparisons which leave the audience unsettled. His bald head is a mark of uniformity in the disease-ridden future world, yet makes him recognizable in the 1996 world. The title itself is a mark of Gilliam's creativity, as it requires the majority of the story to flesh out for its meaning to be fully understood. All in all, Gilliam's dedication to making creative films that are interesting to watch yet also require thought and interpretation from the audience. The film has immense re-watch value, since there are subtle details and hints that can be missed upon the first viewing. Definitely one of my favorites.",positive
"Man, this was hilarious. It should be under COMEDY. Or STUPID. It would have made realizing what a pile of stank this was much easier. Seriously? I want anyone associated with this movie tased, effective immediately. For everyone who is thinking of watching this ""movie"", let''s go over a few plot points. Oh, wait. There aren't any. There is literally no plot. I think Casper Van Dien was bored, and he decided to film something with some random someones, and miraculously, it somehow got on videotape. This movie is literally the worst movie of all time. Don't believe me? Go watch it. Do it, man. I dare you. But be prepared to gouge your eyes out. If you can sit through this without blowing a cow, you are very strong and courageous.",negative
"Rudyard Kipling once wrote that God gave to all people the ability to love the whole world, but given that a human heart is very small in size, every human has that special place that he loves more than any other. It seems to me that this may have been the motto of some of the most eminent directors of today when they set out to profess the eternal love for that special place and depict situations in the lives of its denizens and visitors. The result is a wonderful collection of short films, Paris je t'aime, in which our guides, Van Sant, Coixet, Cuaron, Payne and others take us on a breathtaking stroll through Parisian arrondissements, human feelings, yearnings and expectations.<br /><br />Always some other quarter, always some utterly moving story about ordinary people in search for love, be it in a parking lot, art studio, tube station. And Paris je t'aime is about vast array of loves- love for one's partner, child, parent, for those who meant the world to us but are no longer around, love that needs rekindling, serendipitous love for that stranger as your eyes meet, or love that just is not meant to be...today, but tomorrow- who knows?<br /><br />Nevertheless, this film is not solely about love, but life itself, joy, pain, loneliness, confusion, everyday ups and downs. And its most important quality is the fact that it is not soppy at all, but rather warm and full of hope.<br /><br />I give this film a 9 because the final section of it suggests how some of the stories might further develop, but not all of them and that is the thing that I find missing, and by ""further development"" I do not mean some specific reference to the characters' future. As far as everything else is concerned I can only say- captivating. Makes you want to leave everything behind you, flee to Paris and live those little romances yourself.",positive
"If Western Union isn't exactly the real story of the construction of the Transcontinental Telegraph, it certainly does capture the spirit and dedication of the people involved with the project.<br /><br />Dean Jagger is the man in charge and one fine day he's thrown from a horse and sustains some fractured ribs. An outlaw on the run, Randolph Scott, finds Jagger and is ready to steal his horse, but changes his mind and brings Jagger to help. Later on he's hired by Western Union and works for Jagger.<br /><br />Jagger also hires a young easterner played by Robert Young who's an engineer. Young is doing one of his few loan out films away from MGM for 20th Century Fox. Both Young and Scott become friends, but rivals for Jagger's sister Virginia Gilmore.<br /><br />Western Union has plenty of action, enough to satisfy any western fans. The telegraph crew has to deal with outlaws, Indians, and your garden variety labor troubles.<br /><br />Slim Summerville as the timid cook and Victor Killian as the frontier character assigned to guard him have some of the funniest scenes. They both provide some good comic relief. <br /><br />Fritz Lang got good performances from his cast and kept the film moving briskly along. Western Union is solid western entertainment.",positive
"I did a screen test and read the script for this turkey in 1988. It was awful then and even worse now - I spotted it on VHS at the local HollowWood Video and said, ""oh, what the hey, for auld ang sine"". Yech.<br /><br />They had to shoot most of it in Mexico after they ran out of money, a couple of the ""stars"" pitched bitches because they ran out of some kind of exotic fruit drink crap. The movie's plot is OK, I suppose, but I happen to know that the writer intended for it to have a spy catcher thread running throughout.<br /><br />Dr O ended up being a cartoon character. He must still be whirling in his grave over in the Kremlin Wall.<br /><br />Technical errors were all over the movie, not only with the infant atomic technology but with the uniforms, insignia, and military jargon. They were too cheap to hire a professional military adviser, of course. Even Mr. Newman's august and expert presence couldn't have saved this bird from being stuffed for Thanksgiving.",negative
A delightful piece of cinema storytelling in a simple but effective way. Cinema after all is a visual media and Igor used its full potential. A young restless man boards a train with no destination in mind. In one of the compartments he meets with a girl. Words are not exchanged but their laundry washing are and from there we are taken on a ride with other peculiar characters and situations. The two leads are perfectly cast as their unique features tell you a story that needs no words.,positive
"One of the greatest film I have seen this year.Last maybe before sun rise, which is also seen late at night alone in the lab. I like the idea of the film,which suggest free will of man and our weakness against fate.With time past by James and Kathryn are destined to fail and an indescribable sorrow comes. I do like the end. but a big question also comes. The virus shall not be released again, should it?<br /><br />In the last scene in the airport. Jose is sent back to meet James again by future scientists. When he tell him that scientists had already got his message and know someone else would spread the virus. And they two together meet Kathryn when Kathryn tell James the true man is DR. Goines assistant. So it is clearly Jose also get the true information about the virus,(James keep an eye on him at the time remember?) and he has teeth. So why everything is still happen?? Why future scientists don't do anything after the truth is revealed?? My biggest question after the film...",positive
"""Blind Spot"" one of my festival favorites. I was totally intrigued by the idea of three strangers searching for a mysterious man who has loved and betrayed each of them in different ways. The cast is great. James Franco is particularly amazing as the broken-hearted boy from Los Angeles. His journal entries, which we hear in voice-over-narration, work well with the visuals and are quite intense. The film has a powerful style. It pushes elements like the road movie and revenge-drama in new directions. It also plays with time and perspective in ways that capture the frightening ambiance of lost love. There is a dreamlike quality to several sequences and the images are saturated with an eerie sense of tension. Strange. Suspenseful. Beautiful to look at. Definitely worth seeing. I really would like to see it again. Periodically I check to see if Blind Spot has been distributed. I can't wait to see the film again in the cinema or on DVD.<br /><br />Davide Pepe 13/08/2005 Bologna - Italy",positive
"This totally UNfunny movie is so over the top and pathetic and unrealistic that throughout the whole 90 minutes of utter torture I probably looked at my watch about 70000 times! Lucy Bell is so much higher than this crap and for her to sink this low is quite depressing. I have to admit that the whole audience I was in was laughing hysterically but the majority were Greek or Italian so I guess that this humour will probably make them laugh but not me. All this movie does is make you sick watching all these slackers make excuses for their stupid actions for 90 minutes. God, and I can never get that 90 minutes back!",negative
"The prey has an interesting history, unless you remember the ads for it in newspapers in June of 1984 you might have caught it on the Movie channel back in summer 85, but little else is remembered. The plot is your basic killer in the woods again. But ironically this was filmed before Friday the 13th. The prey was actually shot sometime in 1978 according to one of the actors in an interview years later. But released for about a week at some drive ins, (yes Jim, namans drive in showed this in June of 84). But it has a dated look to it. Maybe they released it so later on to cash in on all the other terror films the market was flooded with by 1984. Now on the story, it has some kind of back story, a forest fire back in the 1940's leaves a lot of Gypsies burned to death. But one of their children survive (our monster) so flash forward to present day which would be 1978, we have an older middle age couple camping only to be dispatched by the Monster. The tag line for this picture claims ITS NOT HUMAN, AND ITS GOT AN AXE, but an Axe was only used in these first two killings. Now we have a bunch of teenagers who look like they in their mid 20's camping. We all know they are the Prey, and the monster knocks them of one by one. For an 80 minute movie it seems longer. We also have a lot of wildlife footage to fill in voids for the 80 mins. Overall for being out into an 80-'s horror movie it looks way more 70's than ever. Hey the Prey had potential to be a good horror killer in the woods movie but falls a little short.. It does however feature a pretty scary cool looking monster at the end, and we have to wait till the last 2 minutes to see him. Side note, the monster has gone on to star in the Addams family movies in the 1990's..",negative
"I realise that the US Army was demoralised by 1971, but this film was unbelievable. It was supposed to be a training camp not the SS punishment battalion in a Sven Hassell novel. The writer must be a real Army hater. The psycho sergeant who kept beating the crap of people belonged in a prison cell, and the useless Black top sergeant should have been sacked as well. These men were going overseas, the receiving units would surely have wondered where all the unusable damaged recruits were coming from, and an investigation would have ensued. The scene that blew it completely was the electrocution one. Farrell, the alleged barrack room lawyer, would have had the instructor over a barrel for issuing an illegal order ( to torture POWs in contravention to the Geneva Convention ), actual assault on an enlisted man, sexual assault and conduct unbecoming an officer. Intead he just walks away. After this, discipline brakes down into a madhouse level and the film becomes unwatchable. I don't know how it ended, I went to bed.",negative
"Take a subject I didn't know much about and make it exciting, why don't you? It so happens that back about 1979, director Robert Altman said that he didn't believe he had ever made a real movie and that he expected that one of these kids riding skateboards--if he doesn't break his neck--will make the first movie. Well, I wouldn't put such an expectation on Stacy Peralta, but he is a skateboarder who has made a good movie. Of course, he was forced by the nature of the film he was making to use existing footage, and it is certainly a good thing that so much archival footage existed. Peralta edited it together well with not-your-usual talking head shots of his erstwhile colleagues as they are today. The whole effect is post-modern in the best sense, but that has been done. Altman's prediction hasn't quite come true. What Peralta has done, however, is capture enough of the energy of those heady days that we can appreciate what it must have been like when modern skateboarding was invented by the Z-Boys. This is all good. I highly recommend ""Dogtown.""",positive
"It's awesome! In Story Mode, your going from punk to pro. You have to complete goals that involve skating, driving, and walking. You create your own skater and give it a name, and you can make it look stupid or realistic. You are with your friend Eric throughout the game until he betrays you and gets you kicked off of the skateboard team(you can pick a team to be on) and you then start your own team! There are many levels like New Jersey, Manhattan, and even School II(not part of story mode though) from Tony Hawk's Pro Skater 2. You can unlock secret skaters like Iron Man, Gene Simmons, and another skater. You can create your own goals like SKATE letters, COMBO letters, Tricktris, Gap, and much more. You can create the goal pedestrian and write what they speak. If you get bored of doing that, you can do the premade goals in premade parks. The only thing I didn't like about this game was that sometimes it was hard to drive the cars. 9/10.",positive
"If you want to see a true thriller, rent this!!! It's not from the director or screenwriter of ""Scream"", doesn't feature overacting, overpaid ""TV"" actors passing off as ""stars"", and is not a run of the mill special effects bonanza. Instead you'll get a top-notch, edgy, very strong (in violence) yet thrilling nailbiter.",positive
"This DVD is missing its calling as a Heineken coaster.... This is a great example of why no one should ever go see a sequel with a different director/writer than the original. Two hours of this turkey left me begging for Exorcist 2 reruns. <br /><br />NO legitimate laughs. NOT ONE decent scare. The script was just a mess and I felt bad for the actors who had to perform it (they must have had sick relatives at home or monster coke habits or something).<br /><br />The original was a makeup effects landmark. So naturally, the producers of the sequel thought it would be a great idea to to scrap makeup FX and do CG werewolves instead. These CG werewolves had me laughing a lot harder than any of the ""comedy"". It was just a total miss. If ya want a night's entertainment, go rent the original again. Or go take a film class and make your own horror film. You're bound to do better than these fools did.",negative
"A great animation movie that really gets up to the level of oldies like ""The Lion King"" . <br /><br />I went to see this with one of my best Belgian friends who also watched the series on TV . I was lucky because I didn't know people in Belgium were aware of ""Wallace and Gromit"" . <br /><br />When it started and that good old theme started it started to bring back memories of me watching it when I was 5 .<br /><br />The humor itself was very funny . Some nice sitcom style scenes , some wordplay or just plain jokes . The animation isn't as impressive if you have know the series but it is still fun to watch is you realize how it gets done. <br /><br />My Conclusion : Not only can it keep my happy and entertained , some of the humor can easily appeal to older people so I say : Go and watch ""Curse of The Were-Rabbit"" as soon as you can .",positive
"There are 21 comments as I add mine to this list and there is barely a criticism. This is because this film is terrific entertainment and has a bit of everything in it.<br /><br />It is perhaps a little frightening for younger children but my 15-year old son thought it was fantastic in every way from the action, to the humour and even to the beautiful music score.<br /><br />I buy DVDs only when I know that they are going to be regularly watched and now that this is finally available in the UK, I will certainly be adding it to my collection.",positive
"I'm trying to picture the pitch for Dark Angel. ""I'm thinking Matrix, I'm thinking Bladerunner, I'm thinking that chick that plays Faith in Angel, wearing shiny black leather - or some chick just like her, leave that one with us. Only - get this! - we'll do it without any plot, dialogue, character, decent action or budget, just some loud bangs and a hot chick in shiny black leather straddling a big throbbing bike. Fanboys dig loud bangs and hot chicks in shiny black leather straddling big throbbing bikes, right?""<br /><br />Flashy, shallow, dreary, formulaic, passionless, tedious, dull, dumb, humourless, desultory, barely competent. Live action anime without any action, or indeed any life. SF just the way Joe Fanboy likes it, in fact. :(",negative
"After a very long time Marathi cinema has come with some good movie.This movie is one of the best Marathi movies ever made. It shows how a old grandfather tries to save his grandsons eye. He tries everything that is possible in his hands to save the child's eye. Doctor and a relative of his tries to help him in his attempt.<br /><br />The acting by the grandfather, the boy and the doctor are simply superb. They have shown true picture of a typical Marathi life. Every bit of action has some meaning in it. I would recommend to watch this movie, as initially I thought this one would be of documentary type but this was above my expectations.<br /><br />This film is really going to touch your hearts.I would expect more Marathi movies to come up with performances like this.",positive
"Talkshow with Spike Feresten is one of those shows that will definitely polarize audiences. Either you like it or you don't. Personally, I find most of the bits hilarious, but it does have some ""huh?"" moments. <br /><br />Staples like ""Idiot Paparazzi"" are always good for a laugh, but my all-time favorite bit has to be the one-off ""Hollywood Douchebag"". ""Comedy for Stoners"" is the only regular bit that generally leaves me confused (which is part of the point!) Spike and his team of writers manage to churn out loads of fresh comedy time after time so the show never feels stale. Feresten's brand of humor may not be for everyone, but it's definitely worth trying.<br /><br />The masses have spoken! We like this show and want more. Please note I am not a friend of or affiliated in any way with Spike Feresten, ""Talkshow with Spike Feresten"" staff, or Fox network and affiliates. It's just plain funny!",positive
"Jack Lemmon and Walter Matthau have got to be one of the best buddies ever to work together. They have made lots of movies together, i think they are both fantastic when they do work together in a movie. Out to sea is a fantastic comedy movie i think to watch. I give the movie 10 out of 10. Jack lemmon and Walter Matthau will be remembered when the movies they did together will be on tv. They will be sadly missed. God bless you both.",positive
"This movie is a bad memory from my childhood. This is one of those movies that they show kids on a rainy day at school when you can't go out for recess, and you'd rather be watching anything, ANYTHING else. At least that's what it was like when I was in elementary school. I just remember HATING this movie. Granted, I haven't seen it in 15 years or so, and they probably don't use it on rainy days anymore but I just want to warn everyone: You'd be better off using this to put your kids to sleep than entertaining them. Trust me, pick anything else. Even though the topic is kind of controversial, the plot is so tame and slow that I can't remember anything about it except that I disliked it so strongly that here, 15 years later, I felt the need to warn all of you against it.",negative
"Antonioni was aiming for another hip masterpiece, this time on the other side of the Atlantic than ""Blow up"". It wasn´t the success with critics and youth like the former though. Why? Maybe because it was a European´s view of America filled with clichés that didn´t work then and that have not aged well. (The revolutionary students at the beginning is embarrassing.)<br /><br />Maybe when it was released big blockbuster movies and those aimed specifically at the youth market seemed dated. If it had been released a year before maybe hippes in deserts would have seemed fresh... It´s a very interesting film tho, very beautifully shot with some brilliant and Antonionian scenes in between, like the love-making in the desert, the stillness of the desert mansion and the explosive ending... That the leads were two amateurs didn´t help. They were beautiful but inexperienced. Mark Freshette is slightly better than Daria Halprin. It would have been so much better with proper actors! Maybe Michelle Phillips or a young Jessica Lange... The dialog is actually quite funny and poignant at times, tho you wouldn´t know the way the lines are delivered...<br /><br />A very intersting document of the late sixties definitely worth a look for the photography and the soundtrack....",positive
"Dressed to Kill starts off with Kate Miller (Angie Dickinson) having a sexually explicit nightmare, later on that day she visits her psychiatrist Dr. Robert Elliott (Michael Caine) for a session in which she admits to be sexually frustrated & unfulfilled in her current marriage. Kate then visits a museum & picks up a stranger, they go back to his apartment for casual sex, when done Kate is set to leave but is attacked & killed in the buildings elevator by a razor blade wielding blonde woman. Prostitute Liz Blake (Nancy Allen) discovers the gruesome scene & sees the killer but manages to escape. Detective Marino (Dennis Franz) says he suspects Liz as being the killer as there are no other witnesses so Liz teams up with Kate's son Peter (Keith Gordon) to track down the real killer, clear Liz's name & see that justice is done...<br /><br />Written & directed by Brian De Palma I thought Dressed to Kill was a good solid psychological murder mystery. The script is measured & slow at times but it likes to focus on the character's so you really know them, the entire first twenty minutes is just developing Kate as a character before she is suddenly killed off, then the film switches it's attentions to Liz & no one else gets a look in. This way Dressed to Kill is quite absorbing & engaging, unfortunately the character's themselves aren't exactly likable. I found some of the dialogue quite funny at times, especially the dirty talk that Liz spouts occasionally. The killers motives are somewhat plausible but I guess you'd have to be pretty messed up to do anything suggested in Dressed to Kill. It's a good film but it didn't excite me that much & I didn't really find any character to root for or like. The film tacks on a needless & unnecessary twist ending that I didn't really see the point of.<br /><br />Director De Palma directs with style & visual flair, from the art museum sequence to a car chase & as a whole it's impeccably filmed throughout. I'd imagine that every shot in Dressed to Kill had a great deal of thought put into it. I felt the film was a bit flat & uninspired at times though, nothing about it really excited me that much. There is a fair bit of nudity, some sex & rape along with a few bits of gore & violence, Kate's murder by razor blade in the elevator being the highlight, if that's the right word. However, it's by no means as shocking or controversial when viewed today as many would have you believe.<br /><br />With a supposed budget of about $6,500,000 Dressed to Kill has that glossy high production value feel of a Hollywood film. The New York locations are nice, the cinematography is good & as a whole it's extremely well made. I thought the music was inappropriate & was far to loud & intrusive. The acting is OK but despite his top billing I didn't think Caine had that much screen time. Allen was married to director De Palma at the time Dressed to Kill was made, interestingly out of the four films she appeared in made by De Palma in two of them, this & Blow Out (1981), he cast her as a prostitute... A body double was used for Dickinson as she pleasures herself in a shower at the start.<br /><br />Dressed to Kill is a good thriller that is well worth watching but I didn't think it quite lived up to it's lofty reputation. Good but not brilliant.",positive
"It's just stories, some we wish happen to us, some we wish never happen to us, all about unfulfilled desire. The locations and nude bodies are beautiful, but after the second story all I could think was 'it takes more than just beauty to create a real film'. Then of course the film unfolds. The stories are moving except Sophie Marceau fails to communicate her story in this film. Malkovich plays the story for both of them though. The voiceover fails to link the stories but helps Malkovich to provoke some thought.<br /><br />I'd say it is worth seeing and the best of Antonioni I have seen. Given his age - remarkable!",positive
"Still love it 17 or so years after the first time I saw it, in fact I discovered that I had lost my copy of this and was very upset. Despite it's non-association with the original (which as a kid I never noticed and as an adult I don't care about), this is what cartoons *should* be like. Just dark enough to be interesting and light enough to be enjoyed by everyone. I'm more than glad that my parents raised me on this kind of thing rather than the cartoons we see today that teach our kids nothing. The music is great, and gets stuck in your head forever...I have downloaded the entire soundtrack at one point or another.",positive
Possibly the worst movie I ever saw. The person who shot this movie probably never learned not to film directly into a shining light. You can't see anything in this movie. It is way to dark. The parts where you can see something the camera is directed straight at a light source so you get big lens flares. So you still can't see. This movie should have been a radio play or something. Some parts of the movie are actually edited upside-down for some kind of crap effect. Low budget movies can be done so much better then this. And low budget is no excuse for this. An editor should have said something when he started editing and saw that you couldn't see anything. Maybe the makers should have spend some of their low budget on a preview monitor so they could see what they shot. The only good thing about this movie being so dark is that you can't see the awful acting. It also covers up the crappy sfx. People at beginner film schools make better movies then this. Movies shot with handy cams look better then this.,negative
